City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Company size,Annual gross salary without bonus and stocks in EUR,Annual gross salary with bonus and stocks in EUR,Annual gross salary+bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company_layoffs,Work From Home allowance,Did you already find a new job?,employment_status_change_in_2023,Do you currently search for a job?,How long have you been unemployed? (in months),company_hire_in_2023,company_industry,change_jobs,tc_new_job,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool,ai_other_tools
Dresden,,Full/Part-time employee,C-level (CTO / CEO / ...),,10,10,Head / Principal,,NodeJS,,"Javascript / Typescript,NodeJS,Python",4.00,"German,English",51-100,100000,100000,90000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Head / Principal / VP,,13,7,Head / Principal,,Java,,"Python,PHP,Javascript / Typescript,Java / Scala,AWS,SQL,Kubernetes,Docker",7.00,"English,Russian,German",101-1000,117000,117000,109000,29,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,15,1,Lead / Staff,,JavaScript / Typescript,,React,0.50,"English,Russian",101-1000,100000,110000,,22,,,,,40,,"Yes, in 2022",up to 100 euro,,Self-employed (freelancer),,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","2,0",Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,6,6,Senior,,C / C++,,,0.50,"English,German",1000+,95000,95000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","6,0",Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Backend Developer,,10,4,Senior,,PHP,,"SQL,Kotlin,Docker,AWS,Other",3.00,English,101-1000,93500,94500,88000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,Copilot,
Berlin,,Full/Part-time employee,Software Engineer,,3,0,Middle,,Go,,"Python,Docker,Terraform,Google Cloud",0.25,English,1000+,80000,90000,42000,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,Yes,Retail and Consumer Services,Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Munich,,Full/Part-time employee,Backend Developer,,17,9,Senior,,Java,,"Java / Scala,Kotlin,Azure,Kubernetes,Terraform,Docker",5.00,English,1000+,90000,96000,90000,30,,,,,40,No,"Yes, both in 2022-2023",up to 100 euro,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Product Manager,,9,2,Senior,,Other,,"Google Cloud,SQL",0.50,"English,German,Russian",101-1000,92000,92000,60000,30,,,,,40,,I dont know,500 - 1000,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","3,0",Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,8,5,Senior,,Other,Terraform,"Python,SQL,AWS,Terraform,Docker",2.00,English,101-1000,115000,115000,115000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Hamburg,,Full/Part-time employee,Software Engineer,,7,7,Senior,,JavaScript / Typescript,,"NodeJS, React,Javascript / Typescript,AWS,Docker",0.50,English,11-50,90000,0,,20,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","6,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,5,5,Middle,,Go,,"Python,Google Cloud,Kubernetes",0.50,English,101-1000,68000,0,60000,40,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","2,0",Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Engineering Manager,,15,6,Lead / Staff,,Python,,"Javascript / Typescript,NodeJS,Go,SQL,AWS,Kubernetes,Google Cloud,Terraform,Docker",0.25,English,1000+,115000,137000,125000,27,,,,,40,No,"Yes, both in 2022-2023",No,,Full/Part-time employee,,,Yes,Retail and Consumer Services,Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Karlsruhe,,Full/Part-time employee,Backend Developer,,2,2,Middle,,Java,,"Python,Kotlin,Javascript / Typescript,AWS,Azure,Kubernetes,Terraform,Docker",0.50,German,101-1000,65000,65000,59000,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Moderate but noticeable,No,,
Dusseldorf,,Full/Part-time employee,Software Engineer,,10,4,Senior,,Java,,,0.50,English,101-1000,95000,95000,93000,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,"Voluntary, it was my decision","1,0",Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,3,1,Middle,,Python,,"SQL,Google Cloud,Docker",3.00,English,1000+,63000,68000,,22,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,3,3,Junior,,JavaScript / Typescript,," React,NodeJS",3.00,English,1000+,60000,60000,55000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,Healthcare,No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,11,11,Head / Principal,,Kotlin,,"Ruby,Docker,Kubernetes,SQL",6.00,"English,German",101-1000,104000,106000,98000,30,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,Insurance,No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,6,5,Senior,,Python,,"Docker,AWS,SQL",5.00,English,1000+,70000,72000,64000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Financial Services,No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,3,3,Middle,,Python,,"SQL,Docker",0.50,"English,German,Russian",51-100,75000,75000,,28,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,better than it was,"Involuntarily, I was forced to look for a new job","3,0",Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,22,22,Other,C-Level,C# / .NET,,,5.00,"German,English",51-100,165000,165000,195000,28,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Mobile Developer,,8,1,Middle,,Kotlin,,,1.00,English,101-1000,71500,4000,,30,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,QA Engineer,,5,1,Middle,,C# / .NET,,"C# / .NET core,Other,.NET",1.25,"English,Russian",1000+,85000,0,0,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,QA Engineer,,10,4,Senior,,JavaScript / Typescript,,"Javascript / Typescript,Angular, React,NodeJS,SQL,AWS,Kubernetes,Docker,Other",4.00,"English,Russian",101-1000,65000,0,,30,,,,,40,No,"Yes, both in 2022-2023",500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Other,Roding,Full/Part-time employee,QA Engineer,,13,0,Other,"Expert (there are 3 levels of seniority in my company: engineer, expert engineer and principal engineer)",Other,,,0.50,English,101-1000,63000,63000,47000,30,,,,,40,,I dont know,No,,Unemployed,,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,better than it was,"Voluntary, it was my decision","1,0",Invisible,No,,
Cologne,,Full/Part-time employee,DevOps,,15,7,Lead / Staff,,PHP,,"Terraform,Kubernetes,Docker,AWS",1.70,English,101-1000,95000,100000,100000,unlimited,,,,,40,,No,No,,No,,,Yes,Retail and Consumer Services,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,5,3,Middle,,Java,,"Python,Javascript / Typescript,Docker",3.00,"English,Russian,German",51-100,68000,70000,70000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Data Scientist,,2,2,Middle,,Python,,"Python,AWS",2.00,English,1000+,126500,160000,160000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Claude,
Berlin,,Full/Part-time employee,QA Engineer,,7,1,Middle,,Other,,,0.70,"German,English",1000+,50000,50750,,30,,,,,40,,No,No,,Working student,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision",,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software / Solutions Architect,,18,3,Senior,,JavaScript / Typescript,," React,NodeJS",3.00,English,101-1000,76000,4000,76000,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Backend Developer,,22,5,Senior,,C# / .NET,,"Javascript / Typescript,SQL,Terraform,Docker,AWS,Azure",2.00,English,51-100,68000,1000,68000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Software Engineer,,2,2,Junior,,Python,,"Azure,Google Cloud,AWS,Angular",1.00,"English,German",1000+,64900,68000,64000,30,,,,,40,,No,over 1000 euros,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Backend Developer,,7,1,Middle,,Python,,"Python,Go,Docker",1.00,English,11-50,70000,70000,65000,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,Copilot,
Berlin,,Unemployed,Tech Lead / Team Lead,,21,7,Head / Principal,,Go,,"Ruby,Go,AWS,Google Cloud,Azure,Kubernetes,Terraform,Docker",,"English,Russian",101-1000,,,,,,,,,,"Yes, I am NOT satisfied with a severance package","Yes, both in 2022-2023",No,,Full/Part-time employee,"Yes, passively ",4,Yes,Financial Services,Yes,worse than it was,"Involuntarily, I was forced to look for a new job","0,0",Invisible,Yes,"ChatGPT,Copilot,Other",gpt4all
Hamburg,,Full/Part-time employee,Other,Full Stack Developer,7,5,Middle,,Java,," React,Kubernetes,Docker,Other",2.00,English,1000+,63000,0,0,30,,,,,40,,No,No,,No,,,Yes,Advertising Services,No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,8,5,Middle,,Swift,,,2.00,"English,Russian",1000+,95000,120000,120000,25,,,,,40,No,"Yes, both in 2022-2023",over 1000 euros,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Other,Data Analyst,2,2,Middle,,SQL,,"Python,Google Cloud",1.00,English,51-100,57000,57000,52000,30,,,,,40,No,"Yes, in 2023",No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,15,7,Head / Principal,,Ruby,,"Kubernetes,Terraform,AWS,Docker",3.00,"Russian,English",101-1000,190000,240000,240000,28,,,,,40,No,"Yes, both in 2022-2023",over 1000 euros,,No,,,Yes,Financial Services,No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Designer (UI/UX),,3,25,Middle,,Python,,Other,1.00,English,1000+,63000,67000,,30,,,,,40,,No,up to 100 euro,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Product Manager,,20,5,Senior,,Other,Servicenow,"Javascript / Typescript,Azure,Kubernetes,Other",5.00,English,1000+,83000,93000,73,30,,,,,40,,"Yes, in 2022",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Other",
Berlin,,Full/Part-time employee,Backend Developer,,6,3,Senior,,Java,,Google Cloud,2.00,English,101-1000,85000,85000,85000,30,,,,,40,,No,No,,No,,,Yes,Healthcare,No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Data Scientist,,7,7,Lead / Staff,,Python,,"Python,SQL,AWS,Docker,Other",2.00,"English,German,Russian",1000+,115000,158000,140000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,Yes,"ChatGPT,Other",Llama2 + RAG
Berlin,,Full/Part-time employee,Software / Solutions Architect,,18,10,Lead / Staff,,PHP,,,8.00,"English,German,Russian",101-1000,100000,110000,92000,,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,25,25,Head / Principal,,Python,,"AWS,SQL, React,Docker",8.00,English,11-50,120000,140000,100000,30,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Product Manager,,13,5,Lead / Staff,,Other,,,2.00,"English,Russian",1000+,135000,137000,,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,4,4,Senior,,C / C++,,"Python,SQL",0.25,"English,Russian",1000+,100000,110000,0,30,,,,,39,,No,500 - 1000,,Unemployed,,,Yes,Financial Services,Yes,better than it was,"Voluntary, it was my decision","4,0",Invisible,No,,
Augsburg,,Full/Part-time employee,Head / Principal / VP,,11,8,Head / Principal,,SQL,,"Python,Java / Scala,Kotlin,SQL,R,Docker",5.00,English,51-100,130000,150000,130000,30,,,,,40,,No,No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Designer (UI/UX),,2,2,Middle,,Other,,,1.00,English,11-50,50000,50000,,28,,,,,50,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Munich,,Founder,Head / Principal / VP,,24,24,Head / Principal,,C / C++,,SQL,6.00,"German,Russian",up to 10,210000,60000,260000,30,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Berlin,,Full/Part-time employee,Software Engineer,,15,6,Senior,,C / C++,,"Go,Other,Java / Scala,Python",2.00,English,101-1000,105000,117000,95000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Advertising Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Data Scientist,,6,3,Senior,,Python,,,3.00,"English,Russian",101-1000,70000,0,,30,,,,,40,No,"Yes, in 2023",No,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,Other,Bard
Berlin,,Full/Part-time employee,Engineering Manager,,12,4,Senior,,Java,,"PHP,Javascript / Typescript, React,AWS,Terraform,Docker",4.00,"English,Russian",1000+,105000,120000,115000,30,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling",Other,No,,,,Moderate but noticeable,No,,
Cologne,,Full/Part-time employee,Tech Lead / Team Lead,,22,17,,,C# / .NET,,Javascript / Typescript,15.00,German,11-50,75000,0,72000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,Copilot,
Berlin,,Full/Part-time employee,Software Engineer,,16,6,Senior,,Go,,"Java / Scala,Python,AWS,Terraform,SQL",2.00,English,1000+,135000,280000,,30,,,,,40,,"Yes, in 2022",500 - 1000,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Karlsruhe,,Full/Part-time employee,Software Engineer,,4,4,Junior,,Java,,"Docker,SQL",1.00,"German,English,Russian",1000+,60000,60000,,30,,,,,40,,I dont know,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,10,2,Senior,,JavaScript / Typescript,,"Go,Docker,Terraform,Kubernetes,Google Cloud",2.00,English,1000+,79000,91000,87000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Other,Data Analyst,3,3,Middle,,SQL,,Google Cloud,3.00,English,1000+,67500,75000,,28,,,,,40,"Yes, I am satisfied with a severance package","Yes, both in 2022-2023",No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,QA Engineer,,8,1,Senior,,Other,,"Kubernetes,Other",5.00,English,1000+,95000,120000,,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Frankfurt,,Full/Part-time employee,Software Engineer,,11,1,Senior,,Java,,"Kotlin,Docker,Kubernetes,Javascript / Typescript",1.00,"German,English",11-50,60000,60000,54000,20,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,8,4,Senior,,Java,,,1.50,English,1000+,100000,168000,113000,Unlimited,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Berlin,,Full/Part-time employee,Backend Developer,,17,8,Senior,,JavaScript / Typescript,,,2.00,English,1000+,91000,91000,85000,28,,,,,40,"Yes, I am NOT satisfied with a severance package","Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,7,2,Middle,,PHP,,"Python,Go,SQL,AWS,Kubernetes,Terraform,Docker",1.50,"English,Russian",11-50,72000,72000,65000,28,,,,,40,,"Yes, in 2022",100 - 500,,No,,,No,Healthcare,No,,,,Invisible,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Other,Customer Success Engineer,13,2,Senior,,Python,,"Python,SQL,AWS,Google Cloud,Kubernetes,Terraform,Docker,Azure,Javascript / Typescript,Java / Scala,Kotlin",0.25,"English,Russian",1000+,100000,25000,,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","3,0",Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Data Scientist,,4,0,Middle,,Python,,"SQL,Kubernetes,Docker,Google Cloud",0.10,English,1000+,78000,85500,,20,,,,,40,No,"Yes, both in 2022-2023",No,,Unemployed,,,Yes,Retail and Consumer Services,Yes,better than it was,"Voluntary, it was my decision","9,0",Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,15,15,Senior,,Kotlin,,"Java / Scala,NodeJS,SQL,AWS,Terraform,Docker",6.00,"English,German",101-1000,85000,0,0,30,,,,,35,"Yes, I am NOT satisfied with a severance package","Yes, in 2023",No,,No,,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,Great,No,,
Berlin,,Full/Part-time employee,Software Engineer,,5,1,Senior,,JavaScript / Typescript,,,0.25,"Russian,English",11-50,88000,88000,,28,,,,,40,,No,No,,Unemployed,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","5,0",Great,No,,
